房源名称,户型,地址,地址,价格,面积,朝向
核心地段，成熟小区，精装修，交通便利！,3室2厅,黔南汽车商贸城,斗篷山路269号,1500,120,东南
出租红大院  3室2厅2卫 适合办公  带大院坝,3室2厅,红叶小区,绿茵湖大道中段,1500,110,朝西
伯爵花园单身公寓出租1300,1室1厅,伯爵花园,斗蓬山路12号,1300,38,南北
老火车站(免中介费）尚城壹品单身公寓住房出租,1室0厅,尚城壹品,剑江中路,600,18,南北
伯爵花园 1室1厅1卫 1000元月 精装修 电梯房,1室1厅,伯爵花园,斗蓬山路12号,1000,32,朝南
阳光酒店旁 步梯2楼 精装修拎包入住,3室2厅,锦隆园,飞燕路20号,1300,108,朝南
三小新校区旁边，三室，带一百平露天院坝，仅1500一个可办公,3室1厅,红叶小区,绿茵湖大道中段,1500,110,南北
马鞍山小区88平米精装两室1500元出租,2室1厅,南州国际文华苑,大龙大道8号,1500,88,朝南
万达天源2013单间出租 精装修带家具电器 拎包可入住,1室1厅,天源2013,斗篷山路227号,1200,28,朝南
利恒名苑 电梯三房 精装拎包入住仅租1400元月 手慢无,3室2厅,利恒名苑(沸城100),剑江北路70号,1400,100,南北
开发区转盘 消防队对面 锦隆园带装修大三房,3室2厅,锦隆园,飞燕路20号,1000,100,朝南
伯爵花园 1室1厅1卫 900元月 电梯房 35平,1室1厅,伯爵花园,斗蓬山路12号,800,35,朝北
食汇街河滨小区 三室两厅出租 可居住办公！,3室2厅,食汇街河滨小区,食汇街30号,1300,140,朝南
桃溪园！精装四室！整租！一年起租！2400月,4室2厅,桃溪园,龙山大道171号,2400,164,朝南
出租 大十字 三室两厅一卫 拎包入住 1000每月！,3室2厅,中鑫大厦,工人路6号,1000,100,南北
七街，水果摊楼上，1200月,2室1厅,新华路工商银行宿舍,新华路103号,1200,85,朝南
电梯精装三室出租,3室2厅,灵智广场,斗篷山路,1600,118,朝西
水岸铭门小区电梯房精装拎包入住,2室2厅,水岸铭门,西山大道,1800,80,朝南
镜湖花园 步梯低楼层  精装修   拎包入住  有钥匙,3室2厅,镜湖花园,七星路24号,1500,112,朝东
急租新装修未出租过镜湖花园,3室2厅,镜湖花园,七星路24号,1500,115,朝北
平桥同济医院楼上两室一厅一卫出租800,2室1厅,平桥商品房,平桥南路,800,62,南北
租灵智广场3室一厅精装,3室1厅,灵智广场,斗篷山路,1700,117,南北
天源2013精装修单间出租,1室0厅,天源2013,斗篷山路227号,1100,35,朝西
七街  市中心 明珠广场 2室2厅1卫 750元月,2室2厅,明珠广场,剑江中路90号,700,71.9,东南
市中心 3室2厅1卫 1000元月 90平 南北通透,3室2厅,都市金座,剑江中路71号,1000,90,朝南
伯爵花园  品质小区  直接拎包入住  随时看房,3室2厅,伯爵花园,斗蓬山路12号,1800,96,南北
（精装）步梯2楼入住3个月外加小花园,3室2厅,镜湖花园,七星路24号,1600,112,东北
南州国际马鞍山  精装房出租  停车方便  直接拎包入住,3室2厅,马鞍山小区林馨佳苑,大龙大道,1800,116,南北
大十字旁带厨房公寓(免中介费),1室1厅,中鑫大厦,工人路6号,880,30,东南
急租伯爵精装修三室两厅两卫,3室2厅,伯爵花园,斗蓬山路12号,2000,140,南北
万达广场旁酒店式公寓(免中介费),1室0厅,黔南汽车商贸城,斗篷山路269号,850,30,朝西
房子位于沙坝北部印象对面东龙花园,2室2厅,北部印象,红叶路8号,1000,107,南北
租小十字筑匀大厦2室一厅电梯房精装,2室1厅,筑匀大厦,广惠路407号,1500,78,南北
州医院旁三室两厅两厅出租,3室2厅,中大逸峰,文峰路1号,2000,120,朝南
大十字物资大厦三室两厅两卫出租,3室2厅,物资大厦,剑江北路38,1800,160,朝南
中医院后面水上中心附近离大十字进整套出租,2室2厅,电信小区,河滨路,800,80,朝南
急租西苑沙伦玫瑰三室两厅,3室2厅,西苑沙仑玫瑰,剑江中路,1000,125,南北
四一四旁边京都广场，河  景房，精装修，家电家具齐全,3室2厅,京都广场,平桥北路,1800,127,朝南
老城区适合商用住房出租,3室2厅,东山怡景,协府路28号,1700,120,朝东
急租银湖星城两室两厅,2室1厅,银湖星城,毛尖大道中段,1500,90,南北
三街菜场旁一室一厅房屋出租 价格便宜 随时看房,1室1厅,惠丽佳园,胜利路81号,650,50,朝东
金海岸旁边两室两厅一卫出租800步梯5楼,2室1厅,金海岸大厦,剑江中路67号,800,80,南北
伯爵花园 1室1厅1卫 1300元月 40平 南北通透,1室1厅,伯爵花园,斗蓬山路12号,1300,40,朝南
金海岸对面步梯  三室  生活便利  交通方便  拎包入住,3室2厅,金海岸大厦,剑江中路67号,1300,122,南北
南洲国际马鞍山  精装房 二室  随时看房 有钥匙,2室2厅,马鞍山小区林馨佳苑,大龙大道,1500,78,朝南
南华新村 3室2厅1卫 1000元月 98平,3室2厅,南华新村,斗篷山路63号,1000,98,朝南
小十字海文大厦（裤裆街）两室一厅一厨一卫，精装，家电家具齐全,2室1厅,海文大厦,新华路2号,900,65,南北
五街三室一厅一卫出租,3室1厅,八一小区,普安路53号,800,80,朝南
城市风景 双阳台 干干净净大3室  小区环境好 停车方便,3室2厅,嘉和城市风景,嘉和路2号,1800,130,朝南
大十字（中粮大厦）单身公寓，精装,5室1厅,中粮大厦,工人路3号,600,40,南北
市中心西山大桥电梯房 三室两厅两卫 1700月看中可面议,3室2厅,百业大厦,民族路6号,1700,130,南北
大十字转盘（云中大厦）公寓，精装,6室1厅,匀中大厦,剑江中路84号,600,40,南北
西苑纱伦玫瑰小区三室两厅两卫出租1000,3室2厅,西苑沙仑玫瑰,剑江中路,1000,110,南北
大桥头商住三室两厅两卫出租,3室2厅,协和星苑,剑江中路118号,1800,140,朝西
出租蒙家桥两室两厅一卫房屋,2室2厅,文峰商贸城,剑江中路196号,1000,90,南北
三小旁黔中公寓三室出租,3室1厅,黔中公寓,协府路10号,1800,100,朝南
碧桂园滨江一号首租1900元 4房两厅,4室2厅,碧桂园滨江一号,西山大道,1900,116,朝南
沸城国际旁锻压厂宿舍中装修两房两厅一卫拎包入住,2室2厅,榕锐沸城国际,环东北路104号,900,78,南北
沙坝四一四医院旁(免中介费)酒店式公寓住房出租,1室0厅,北部印象,红叶路8号,800,18,南北
173新天地四室精装修房屋出租 家电齐全 拎包入住 带车位,4室2厅,173新天地,210国道,2000,139,南北
州医院旁三室两厅一卫出租,3室2厅,中大逸峰,文峰路1号,1300,120,朝西
云宫花城三室房屋出租 家电齐全 拎包入住,3室1厅,云宫花城,云宫路,1300,107,朝南
水厂附近沸城100电梯房单身公寓出租,1室1厅,利恒名苑(沸城100),剑江北路70号,800,39,朝南
租州医院旁州人行宿舍3室2厅,3室2厅,金麒麟,工人路38号,1500,110,南北
租五街南国丽景电梯房,3室2厅,南国丽景,环东北路15号,1200,107,南北
三小附近电梯三室两厅两卫出租,3室2厅,锦绣家园,协府路13号,1600,140,朝南
租大龙康城小区电梯房2室1厅精装,2室2厅,康诚小区,剑江南路149号,1000,90,南北
南州国际清华苑可读四小三中3室出租2200元一个月,3室2厅,南州国际清华苑,青云湖大道,2200,116,朝东
平桥客车站（旁）三室一厅。部分家电家具有。步梯8楼，,3室1厅,汽运公司宿舍,剑江北路61号,700,95,南北
伯爵花园单身公寓，40平精装修，可拎包入住,1室1厅,伯爵花园,斗蓬山路12号,1300,40,朝西
州医院旁(无中介费)中大逸锋酒店式公寓住房出租,1室0厅,中大逸峰,文峰路1号,800,20,南北
石板街附近七街三室房屋出租 家电齐全 拎包入住 楼层合适,3室1厅,兴荣大厦,新华路26号,1000,100,朝南
小十字附近  裤裆街 两室 月租700！,2室1厅,中鑫大厦,工人路6号,800,85,南北
观天下  三室    适合办公  月租2000！,3室2厅,观天下,迎宾路,2000,120,东北
租东山学苑3室2厅2卫精装拎包入住,3室2厅,东山学苑,广惠路66号,1800,136,南北
租万达师苑附近银湖新城单间,1室0厅,银湖星城,毛尖大道中段,450,20,朝南
开发区纬三路康联小区 1室0厅1卫,1室0厅,开发区纬三路康联小区,纬三路,750,20,南北
天源大厦 1室0厅1卫,1室0厅,天源大厦,斗篷山路,500,20,朝北
英伦国际 1室1厅1卫,1室1厅,英伦国际,小康路,900,35,朝南
鼎源幸福里 3室2厅2卫,3室2厅,鼎源幸福里,七星路9号,1300,121,朝北
鼎源幸福里 3室2厅1卫,3室2厅,鼎源幸福里,七星路9号,1400,109,朝南
英伦国际 1室1厅1卫,1室1厅,英伦国际,小康路,750,40,朝南
水榭花都 3室2厅2卫,3室2厅,水榭花都,环东北路74号,2000,137,朝南
英伦国际 1室1厅1卫,1室1厅,英伦国际,小康路,850,30,朝南
英伦国际 1室1厅1卫,1室1厅,英伦国际,小康路,800,35,朝南
金鹏花园 3室2厅2卫,3室2厅,金鹏花园,广惠路270号,1600,121,朝北
水岸铭门 1室0厅2卫,1室0厅,水岸铭门,西山大道,400,18,朝南
水岸绿洲 1室0厅0卫 次卧 南,1室0厅,水岸绿洲,斗篷山路189号,350,12,朝南
英伦国际 1室0厅1卫 次卧 南,1室0厅,英伦国际,小康路,300,10,朝南
银河之都 2室2厅1卫,2室2厅,银河之都,民族路36号,1500,97,朝南
南州国际水岸 1室1厅1卫,1室1厅,南州国际水岸,西山大道北段,1300,45,朝南
南州国际水岸 2室1厅1卫,2室1厅,南州国际水岸,西山大道北段,1450,60,朝南
南州国际水岸 1室2厅1卫,1室2厅,南州国际水岸,西山大道北段,1500,60,朝南
丽景天城 1室0厅1卫 主卧 南,1室0厅,丽景天城,汽车商贸城对面,380,30,朝南
碧桂园滨江一号 4室1厅1卫 次卧 南,4室1厅,碧桂园滨江一号,西山大道,450,18,朝南
马鞍山小区林馨佳苑 4室2厅2卫,4室2厅,马鞍山小区林馨佳苑,大龙大道,1800,148,西北
伯爵花园 1室1厅1卫,1室1厅,伯爵花园,斗蓬山路12号,1700,45,朝南
丽景天城 2室1厅1卫,2室1厅,丽景天城,汽车商贸城对面,1200,85.3,南北
都匀1号 3室1厅1卫,3室1厅,都匀1号,斗篷山路277号,1400,104,南北
帝景豪园 4室3厅2卫,4室3厅,帝景豪园,贵和路2号,2000,136,朝南
州林业大厦 2室1厅1卫 次卧 南,2室1厅,州林业大厦,文峰路1号,500,60,朝南
伯爵花园 1室1厅1卫,1室1厅,伯爵花园,斗蓬山路12号,1700,45,朝南
文峰苑 2室2厅1卫,2室2厅,文峰苑,迎宾路25号,1000,78.8,朝南
京都广场 3室1厅1卫,3室1厅,京都广场,平桥北路,1300,90,朝南
水岸绿洲 1室0厅1卫,1室0厅,水岸绿洲,斗篷山路189号,500,18,朝南
马鞍山小区林馨佳苑 3室2厅2卫,3室2厅,马鞍山小区林馨佳苑,大龙大道,1800,120,朝南
明珠广场 3室1厅1卫,3室1厅,明珠广场,剑江中路90号,1500,99,朝南
南州国际文华苑 1室0厅1卫,1室0厅,南州国际文华苑,大龙大道8号,500,18,朝南
福鑫园 2室2厅1卫 主卧 北,2室2厅,福鑫园,天池路,600,96,朝北
东坡花园 2室1厅1卫,2室1厅,东坡花园,环东中路113号,1580,79,朝东
云宫花城 3室2厅2卫,3室2厅,云宫花城,云宫路,1600,120,朝南
